Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Karaoke Revolution Volume 2,PS2,2004.0,Misc,0.11,0.09,0.0,0.03,76.0,7,E
ESPN NHL Hockey,PS2,2003.0,Sports,0.11,0.09,0.0,0.03,90.0,7,E
Legion: The Legend of Excalibur,PS2,2002.0,Action,0.11,0.09,0.0,0.03,51.0,7,M
Whirl Tour,PS2,2002.0,Sports,0.11,0.09,0.0,0.03,58.0,7,E
Magna Carta: Tears of Blood,PS2,2004.0,Role-Playing,0.11,0.08,0.0,0.03,66.0,7,T
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005.0,Action,0.1,0.08,0.0,0.03,53.0,7,E10+
Sega Superstars,PS2,2004.0,Misc,0.08,0.06,0.0,0.02,72.0,7,T
Alter Echo,PS2,2003.0,Shooter,0.06,0.05,0.0,0.02,62.0,7,T
Puzzle Quest: Challenge of the Warlords,PS2,2007.0,Puzzle,0.06,0.05,0.0,0.02,78.0,7,E10+
Ferrari Challenge Trofeo Pirelli,PS2,2008.0,Racing,0.06,0.05,0.0,0.02,,7,E
AirForce Delta Strike,PS2,2004.0,Simulation,0.05,0.04,0.0,0.01,66.0,7,T
Seven Samurai 20XX,PS2,2004.0,Action,0.04,0.03,0.0,0.01,52.0,7,T
Aero Elite: Combat Academy,PS2,2002.0,Simulation,0.04,0.03,0.0,0.01,64.0,7,E
Art of Fighting Anthology,PS2,2006.0,Fighting,0.02,0.02,0.0,0.01,60.0,7,T
Eureka Seven Vol. 2: The New Vision,PS2,2006.0,Shooter,0.0,0.0,0.02,0.0,40.0,7,T
Ruff Trigger: The Vanocore Conspiracy,PS2,2006.0,Platform,0.01,0.01,0.0,0.0,57.0,7,E10+
Pirates: Legend of the Black Buccaneer,PS2,2006.0,Adventure,0.01,0.01,0.0,0.0,42.0,7,T
Madden NFL 06,PS2,2005.0,Sports,3.98,0.26,0.01,0.66,88.0,8,E
True Crime: Streets of LA,PS2,2003.0,Action,1.89,01.05,0.02,0.31,77.0,8,M
Red Faction,PS2,2001.0,Shooter,0.76,0.96,0.0,0.2,88.0,8,M
Virtua Fighter 4,PS2,2002.0,Fighting,0.78,0.44,0.56,0.04,94.0,8,T
Guitar Hero: World Tour,PS2,2008.0,Misc,1.0,0.03,0.0,0.77,,8,T
Star Wars: Starfighter,PS2,2001.0,Simulation,0.61,0.87,0.02,0.26,84.0,8,T
NBA 2K3,PS2,2002.0,Sports,0.51,0.4,0.0,0.13,89.0,8,E
Ford Racing 2,PS2,2003.0,Racing,0.49,0.38,0.0,0.13,51.0,8,E
The Bouncer,PS2,2000.0,Action,0.3,0.23,0.38,0.08,66.0,8,T
Blitz: The League,PS2,2005.0,Sports,0.74,0.03,0.0,0.12,76.0,8,M
Ratatouille,PS2,2007.0,Action,0.31,0.0,0.0,0.53,65.0,8,E
NCAA March Madness 2003,PS2,2002.0,Sports,0.32,0.25,0.0,0.08,74.0,8,E
Spyro: A Hero's Tail,PS2,2004.0,Platform,0.32,0.25,0.0,0.08,60.0,8,E
Crash: Twinsanity,PS2,2004.0,Platform,0.32,0.25,0.0,0.08,64.0,8,E
Tak 2: The Staff of Dreams,PS2,2004.0,Platform,0.3,0.24,0.0,0.08,71.0,8,E
Rock Band 2,PS2,2008.0,Misc,0.29,0.23,0.0,0.08,,8,T
Romancing SaGa,PS2,2005.0,Role-Playing,0.06,0.04,0.47,0.01,58.0,8,E10+
Return to Castle Wolfenstein: Operation Resurrection,PS2,2003.0,Shooter,0.26,0.2,0.0,0.07,66.0,8,M
Victorious Boxers: Ippo's Road to Glory,PS2,2000.0,Fighting,0.05,0.04,0.38,0.01,75.0,8,T
L.A. Rush,PS2,2005.0,Racing,0.23,0.18,0.0,0.06,58.0,8,T
TimeSplitters,PS2,2000.0,Shooter,0.21,0.17,0.0,0.06,81.0,8,T
NBA 2K9,PS2,2008.0,Sports,0.34,0.01,0.0,0.06,,8,E
Ice Age 2: The Meltdown,PS2,2006.0,Platform,0.19,0.15,0.0,0.05,68.0,8,E10+
The Sims 2: Castaway,PS2,2007.0,Simulation,0.3,0.01,0.0,0.05,71.0,8,T
Ultimate Fighting Championship: Throwdown,PS2,2002.0,Fighting,0.16,0.12,0.0,0.04,68.0,8,T
Full Spectrum Warrior,PS2,2005.0,Strategy,0.15,0.11,0.0,0.04,74.0,8,M
The Sims 2: Pets,PS2,2006.0,Simulation,0.02,0.01,0.0,0.27,68.0,8,T
Harry Potter and the Order of the Phoenix,PS2,2007.0,Action,0.13,0.1,0.0,0.03,61.0,8,E10+
Final Fantasy XI: Chains of Promathia,PS2,2004.0,Role-Playing,0.12,0.09,0.0,0.03,77.0,8,T
Digimon World: Data Squad,PS2,2006.0,Role-Playing,0.12,0.09,0.0,0.03,43.0,8,E10+
NCAA College Basketball 2K3,PS2,2002.0,Sports,0.12,0.09,0.0,0.03,83.0,8,E
Ford vs. Chevy,PS2,2005.0,Racing,0.11,0.09,0.0,0.03,,8,E
Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004.0,Fighting,0.03,0.02,0.17,0.01,61.0,8,T
Crash 'N' Burn,PS2,2004.0,Racing,0.11,0.08,0.0,0.03,63.0,8,T
Disaster Report,PS2,2002.0,Action,0.03,0.02,0.15,0.01,66.0,8,T
Gladius,PS2,2003.0,Strategy,0.1,0.08,0.0,0.03,78.0,8,T
The Great Escape,PS2,2003.0,Action,0.1,0.07,0.0,0.02,57.0,8,T
Tenchu: Fatal Shadows,PS2,2004.0,Action,0.09,0.07,0.0,0.02,58.0,8,M
Rise of the Kasai,PS2,2005.0,Action,0.09,0.07,0.0,0.02,68.0,8,M
EyeToy: Groove,PS2,2003.0,Misc,0.09,0.07,0.0,0.02,73.0,8,E
The Suffering: Ties That Bind,PS2,2005.0,Action,0.09,0.07,0.0,0.02,75.0,8,M
Terminator 3: The Redemption,PS2,2004.0,Shooter,0.08,0.06,0.0,0.02,68.0,8,T
Second Sight,PS2,2004.0,Adventure,0.07,0.05,0.0,0.02,76.0,8,T
The Da Vinci Code,PS2,2006.0,Action,0.07,0.05,0.0,0.02,54.0,8,T
The Operative: No One Lives Forever,PS2,2002.0,Shooter,0.07,0.05,0.0,0.02,67.0,8,T
Vampire Night,PS2,2001.0,Shooter,0.07,0.05,0.0,0.02,65.0,8,T
King Arthur,PS2,2004.0,Action,0.07,0.05,0.0,0.02,59.0,8,T
Worms Forts: Under Siege,PS2,2004.0,Strategy,0.05,0.04,0.0,0.01,63.0,8,T
Alias,PS2,2004.0,Action,0.05,0.04,0.0,0.01,64.0,8,T
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005.0,Platform,0.05,0.04,0.0,0.01,49.0,8,E10+
Nobunaga's Ambition: Iron Triangle,PS2,2006.0,Strategy,0.04,0.03,0.0,0.01,76.0,8,E10+
Samurai Warriors 2: Xtreme Legends,PS2,2007.0,Action,0.04,0.03,0.0,0.01,50.0,8,T
Stella Deus: The Gate of Eternity,PS2,2004.0,Strategy,0.04,0.03,0.0,0.01,75.0,8,T
Full Spectrum Warrior: Ten Hammers,PS2,2006.0,Strategy,0.03,0.02,0.0,0.01,71.0,8,M
Guilty Gear XX Accent Core Plus,PS2,2008.0,Fighting,0.03,0.02,0.0,0.01,,8,T
Muppets Party Cruise,PS2,2003.0,Misc,0.03,0.02,0.0,0.01,61.0,8,E
Grand Theft Auto: San Andreas,PS2,2004.0,Action,9.43,0.4,0.41,10.57,95.0,9,M
Kingdom Hearts II,PS2,2005.0,Role-Playing,2.2,0.58,1.38,0.17,87.0,9,E10+
Star Wars: Battlefront II,PS2,2005.0,Shooter,2.18,01.02,0.03,0.37,84.0,9,T
SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,2.22,0.51,0.06,0.15,87.0,9,M
World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,0.08,1.24,1.13,0.45,93.0,9,E
LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,1.85,0.64,0.01,0.19,84.0,9,E10+
Onimusha 2: Samurai's Destiny,PS2,2002.0,Adventure,0.62,0.44,01.06,0.13,84.0,9,M
Dance Dance Revolution Extreme,PS2,2004.0,Simulation,01.04,0.81,0.0,0.27,77.0,9,E
Devil May Cry 3: Dante's Awakening,PS2,2005.0,Action,0.99,0.63,0.29,0.19,84.0,9,M
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006.0,Shooter,1.74,0.02,0.0,0.28,72.0,9,T
Sly 2: Band of Thieves,PS2,2004.0,Platform,0.88,0.69,0.0,0.23,88.0,9,E
The SpongeBob SquarePants Movie,PS2,2004.0,Platform,01.06,0.54,0.0,0.16,75.0,9,E
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003.0,Platform,01.08,0.45,0.0,0.14,71.0,9,E
Fight Night 2004,PS2,2004.0,Fighting,01.08,0.2,0.0,0.2,85.0,9,T
Tak and the Power of Juju,PS2,2003.0,Platform,0.56,0.44,0.0,0.15,68.0,9,E
Dance Dance Revolution Extreme 2,PS2,2005.0,Simulation,0.95,0.04,0.0,0.16,76.0,9,E10+
Fight Night Round 2,PS2,2005.0,Fighting,0.72,0.03,0.0,0.12,88.0,9,T
Cabela's Deer Hunt: 2004 Season,PS2,2003.0,Sports,0.37,0.29,0.0,0.1,,9,T
MVP 06 NCAA Baseball,PS2,2006.0,Sports,0.62,0.02,0.0,0.1,76.0,9,E
Katamari Damacy,PS2,2004.0,Puzzle,0.47,0.02,0.17,0.08,86.0,9,E
Virtua Fighter 4: Evolution,PS2,2003.0,Fighting,0.35,0.27,0.0,0.09,93.0,9,T
Armored Core 3,PS2,2002.0,Simulation,0.22,0.17,0.23,0.06,74.0,9,T
Radiata Stories,PS2,2005.0,Role-Playing,0.18,0.14,0.29,0.05,74.0,9,T
Mega Man Anniversary Collection,PS2,2004.0,Platform,0.29,0.22,0.0,0.08,81.0,9,E
Metal Gear Solid 2: Substance,PS2,2002.0,Action,0.18,0.14,0.16,0.05,87.0,9,M
Shrek SuperSlam,PS2,2005.0,Action,0.24,0.19,0.0,0.06,67.0,9,E10+
Valkyrie Profile 2: Silmeria,PS2,2006.0,Role-Playing,0.04,0.03,0.39,0.01,84.0,9,T
MLB 2006,PS2,2005.0,Sports,0.33,0.01,0.0,0.05,81.0,9,E
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006.0,Role-Playing,0.09,0.07,0.18,0.02,81.0,9,T
Way of the Samurai 2,PS2,2003.0,Action,0.05,0.04,0.23,0.01,59.0,9,M
Riding Spirits,PS2,2002.0,Racing,0.13,0.1,0.0,0.03,59.0,9,E
Drakan: The Ancients' Gates,PS2,2002.0,Adventure,0.13,0.1,0.0,0.03,78.0,9,M
Frequency,PS2,2001.0,Misc,0.09,0.07,0.0,0.02,83.0,9,E
K-1 World Grand Prix,PS2,2002.0,Sports,0.04,0.03,0.1,0.01,67.0,9,T
World Tour Soccer 2005,PS2,2004.0,Sports,0.08,0.06,0.0,0.02,68.0,9,E
Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003.0,Sports,0.08,0.06,0.0,0.02,83.0,9,E
Smash Cars,PS2,2003.0,Racing,0.06,0.04,0.0,0.01,67.0,9,E
G1 Jockey 3,PS2,2002.0,Sports,0.02,0.01,0.07,0.0,71.0,9,E
Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005.0,Shooter,0.04,0.04,0.0,0.01,71.0,9,M
Road Trip,PS2,2002.0,Racing,0.04,0.03,0.0,0.01,80.0,9,E
In The Groove,PS2,2005.0,Misc,0.04,0.03,0.0,0.01,72.0,9,E
RedCard 20-03,PS2,2002.0,Sports,0.03,0.03,0.0,0.01,73.0,9,E
Battle Engine Aquila,PS2,2003.0,Shooter,0.02,0.01,0.0,0.0,73.0,9,T
Big Mutha Truckers 2,PS2,2005.0,Racing,0.1,0.07,0.0,0.03,51.0,2.1,M
Dog's Life,PS2,2003.0,Adventure,0.21,0.16,0.0,0.05,64.0,3.1,T
Spyro: Enter the Dragonfly,PS2,2002.0,Platform,0.74,0.95,0.0,0.28,56.0,4.1,E
Charlie and the Chocolate Factory,PS2,2005.0,Adventure,0.17,0.13,0.0,0.04,35.0,4.1,E
Spider-Man: Web of Shadows,PS2,2008.0,Action,0.1,0.08,0.0,0.03,69.0,4.1,E10+
Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,0.05,0.04,0.0,0.01,24.0,4.1,T
Fallout: Brotherhood of Steel,PS2,2004.0,Role-Playing,0.03,0.03,0.0,0.01,64.0,4.1,M
The Lord of the Rings: The Fellowship of the Ring,PS2,2002.0,Action,0.59,0.46,0.0,0.15,59.0,5.1,T
Mega Man X7,PS2,2003.0,Action,0.22,0.17,0.14,0.06,58.0,5.1,E
Bratz: Rock Angelz,PS2,2005.0,Misc,0.19,0.15,0.0,0.05,60.0,5.1,E
Shrek Super Party,PS2,2002.0,Misc,0.14,0.11,0.0,0.04,30.0,5.1,E
Shrek the Third,PS2,2007.0,Action,0.4,0.02,0.0,0.07,56.0,6.1,E10+
Blade II,PS2,2002.0,Action,0.15,0.12,0.0,0.04,49.0,6.1,M
Showdown: Legends of Wrestling,PS2,2004.0,Fighting,0.15,0.11,0.0,0.04,55.0,6.1,T
Medal of Honor: Vanguard,PS2,2007.0,Shooter,0.0,0.0,0.03,0.0,63.0,6.1,T
Crash Bandicoot: The Wrath of Cortex,PS2,2001.0,Platform,02.07,2.29,0.24,0.82,66.0,7.1,E
Tomb Raider: Legend,PS2,2006.0,Action,0.25,0.19,0.02,0.06,82.0,7.1,T
Hot Wheels Velocity X,PS2,2002.0,Racing,0.23,0.18,0.0,0.06,54.0,7.1,E
Disney's Tarzan Untamed,PS2,2001.0,Platform,0.2,0.16,0.0,0.05,59.0,7.1,E
The Legend of Spyro: Dawn of the Dragon,PS2,2008.0,Platform,0.12,0.01,0.0,0.27,,7.1,E10+
The Incredibles: Rise of the Underminer,PS2,2005.0,Action,0.18,0.14,0.0,0.05,60.0,7.1,E10+
Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006.0,Role-Playing,0.06,0.05,0.1,0.02,87.0,7.1,T
Neo Contra,PS2,2004.0,Shooter,0.1,0.08,0.0,0.03,65.0,7.1,M
Mega Man X: Command Mission,PS2,2004.0,Role-Playing,0.09,0.07,0.0,0.02,69.0,7.1,E
MetropolisMania,PS2,2001.0,Strategy,0.04,0.03,0.0,0.01,63.0,7.1,T
Graffiti Kingdom,PS2,2004.0,Role-Playing,0.01,0.01,0.0,0.0,71.0,7.1,E
Enter the Matrix,PS2,2003.0,Action,1.78,1.12,0.09,0.19,62.0,8.1,T
NBA Live 2005,PS2,2004.0,Sports,02.03,0.21,0.0,0.35,84.0,8.1,E
Pro Evolution Soccer 2010,PS2,2009.0,Sports,0.1,0.18,0.12,1.16,,8.1,E
Fight Night Round 3,PS2,2006.0,Fighting,01.07,0.4,0.0,0.1,84.0,8.1,T
Dave Mirra Freestyle BMX 2,PS2,2001.0,Sports,0.67,0.53,0.0,0.18,81.0,8.1,T
Yakuza 2,PS2,2006.0,Adventure,0.05,0.04,0.84,0.16,77.0,8.1,M
NHL 2001,PS2,2000.0,Sports,0.47,0.37,0.0,0.12,85.0,8.1,E
Knockout Kings 2002,PS2,2002.0,Sports,0.45,0.35,0.0,0.12,76.0,8.1,T
Hot Shots Tennis,PS2,2006.0,Sports,0.17,0.13,0.55,0.05,70.0,8.1,E
ESPN NHL 2K5,PS2,2004.0,Sports,0.43,0.33,0.0,0.11,86.0,8.1,E
ESPN College Hoops 2K5,PS2,2004.0,Sports,0.41,0.32,0.0,0.11,86.0,8.1,E
Mobile Suit Gundam: Journey to Jaburo,PS2,2000.0,Simulation,0.16,0.13,0.36,0.04,58.0,8.1,T
Time Crisis 3,PS2,2003.0,Shooter,0.3,0.23,0.0,0.08,81.0,8.1,T
Hot Wheels: Stunt Track Challenge,PS2,2004.0,Racing,0.29,0.23,0.0,0.08,62.0,8.1,E
FIFA World Cup Germany 2006,PS2,2006.0,Sports,0.47,0.02,0.0,0.08,77.0,8.1,E
Fullmetal Alchemist and the Broken Angel,PS2,2003.0,Role-Playing,0.15,0.12,0.26,0.04,56.0,8.1,T
Conflict: Vietnam,PS2,2004.0,Shooter,0.26,0.2,0.0,0.07,58.0,8.1,M
InuYasha: The Secret of the Cursed Mask,PS2,2004.0,Role-Playing,0.21,0.17,0.0,0.06,51.0,8.1,T
High Heat Major League Baseball 2004,PS2,2003.0,Sports,0.18,0.14,0.0,0.05,83.0,8.1,E
Thunderstrike: Operation Phoenix,PS2,2001.0,Simulation,0.17,0.13,0.0,0.04,65.0,8.1,T
Dynasty Tactics,PS2,2002.0,Strategy,0.06,0.05,0.16,0.02,79.0,8.1,T
MTX Mototrax,PS2,2004.0,Racing,0.13,0.1,0.0,0.03,77.0,8.1,E
Taiko Drum Master,PS2,2004.0,Misc,0.1,0.08,0.0,0.03,77.0,8.1,E
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005.0,Action,0.09,0.07,0.0,0.02,68.0,8.1,E10+
American Chopper 2: Full Throttle,PS2,2005.0,Racing,0.09,0.07,0.0,0.02,,8.1,T
Beat Down: Fists of Vengeance,PS2,2005.0,Action,0.04,0.03,0.09,0.01,48.0,8.1,M
Arcana Heart,PS2,2007.0,Fighting,0.06,0.05,0.04,0.02,77.0,8.1,T
Airborne Troops: Countdown to D-Day,PS2,2005.0,Shooter,0.06,0.05,0.0,0.02,39.0,8.1,T
Shining Force NEO,PS2,2005.0,Role-Playing,0.06,0.04,0.0,0.01,69.0,8.1,T
Killer7,PS2,2005.0,Action,0.04,0.03,0.0,0.01,70.0,8.1,M
Kessen III,PS2,2004.0,Strategy,0.04,0.03,0.0,0.01,73.0,8.1,T
Flipnic: Ultimate Pinball,PS2,2003.0,Misc,0.03,0.02,0.0,0.01,64.0,8.1,E
Stunt GP,PS2,2001.0,Racing,0.02,0.02,0.0,0.01,49.0,8.1,E
Metal Slug Anthology,PS2,2007.0,Shooter,0.0,0.0,0.01,0.0,80.0,8.1,T
Need for Speed: Most Wanted,PS2,2005.0,Racing,02.03,1.79,0.08,0.47,82.0,9.1,T
World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,0.16,1.89,1.12,0.68,91.0,9.1,E
Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,02.06,0.56,0.38,0.17,89.0,9.1,E
World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,0.12,1.26,1.16,0.45,93.0,9.1,E
Burnout 3: Takedown,PS2,2004.0,Racing,1.23,1.11,0.0,0.34,93.0,9.1,T
James Bond 007: Everything or Nothing,PS2,2004.0,Shooter,0.85,01.06,0.09,0.32,84.0,9.1,T
Dynasty Warriors 3,PS2,2001.0,Action,0.53,0.16,01.07,0.1,78.0,9.1,T
Ace Combat 5: The Unsung War,PS2,2004.0,Simulation,0.88,0.34,0.32,0.18,84.0,9.1,T
SSX 3,PS2,2003.0,Sports,0.93,0.52,0.0,0.22,93.0,9.1,E
Shadow of the Colossus,PS2,2005.0,Action,0.78,0.03,0.2,0.13,91.0,9.1,T
Dark Cloud 2,PS2,2002.0,Role-Playing,0.38,0.25,0.26,0.07,87.0,9.1,T
Bully,PS2,2006.0,Action,0.75,0.03,0.04,0.12,87.0,9.1,T
Dynasty Warriors 4: Xtreme Legends,PS2,2003.0,Action,0.17,0.13,0.51,0.04,72.0,9.1,T
Drakengard,PS2,2003.0,Role-Playing,0.19,0.15,0.26,0.05,63.0,9.1,M
Dynasty Warriors 5: Xtreme Legends,PS2,2005.0,Action,0.11,0.08,0.35,0.03,57.0,9.1,T
NCAA March Madness 06,PS2,2005.0,Sports,0.45,0.02,0.0,0.07,78.0,9.1,E
World of Outlaws: Sprint Cars 2002,PS2,2002.0,Racing,0.23,0.18,0.0,0.06,80.0,9.1,E
Mat Hoffman's Pro BMX 2,PS2,2002.0,Sports,0.23,0.18,0.0,0.06,76.0,9.1,T
Karaoke Revolution,PS2,2003.0,Misc,0.17,0.13,0.0,0.04,83.0,9.1,E
Dynasty Warriors 5 Empires,PS2,2006.0,Action,0.11,0.09,0.12,0.03,62.0,9.1,T
Monster Rancher 4,PS2,2003.0,Simulation,0.08,0.06,0.19,0.02,77.0,9.1,E
Klonoa 2: Lunatea's Veil,PS2,2001.0,Platform,0.12,0.1,0.08,0.03,91.0,9.1,E
TimeSplitters: Future Perfect,PS2,2005.0,Shooter,0.12,0.09,0.0,0.03,84.0,9.1,M
NHRA Championship Drag Racing,PS2,2005.0,Racing,0.12,0.09,0.0,0.03,,9.1,E
Shadow Hearts: Covenant,PS2,2004.0,Role-Playing,0.12,0.09,0.0,0.03,85.0,9.1,T
Test Drive: Eve of Destruction,PS2,2004.0,Racing,0.11,0.09,0.0,0.03,73.0,9.1,T
R-Type Final,PS2,2003.0,Shooter,0.09,0.07,0.0,0.02,79.0,9.1,E
Gretzky NHL 2005,PS2,2004.0,Sports,0.08,0.07,0.0,0.02,66.0,9.1,E
Gallop Racer 2001,PS2,2001.0,Sports,0.05,0.04,0.06,0.01,71.0,9.1,E
Smash Court Tennis Pro Tournament 2,PS2,2004.0,Sports,0.06,0.05,0.0,0.02,74.0,9.1,E
Star Trek: Conquest,PS2,,Strategy,0.06,0.04,0.0,0.01,54.0,9.1,E
Dynasty Tactics 2,PS2,2003.0,Strategy,0.05,0.04,0.0,0.01,78.0,9.1,T
MotoGP 07,PS2,2007.0,Racing,0.05,0.04,0.0,0.01,62.0,9.1,E
McFarlane's Evil Prophecy,PS2,,Action,0.03,0.03,0.0,0.01,34.0,3.2,M
The Ant Bully,PS2,2006.0,Platform,0.05,0.04,0.0,0.01,52.0,4.2,E10+
Jumper: Griffin's Story,PS2,2008.0,Action,0.03,0.03,0.0,0.01,,4.2,T
Arc the Lad: End of Darkness,PS2,2004.0,Role-Playing,0.03,0.02,0.0,0.01,59.0,4.2,T
AMF Xtreme Bowling,PS2,2006.0,Sports,0.01,0.01,0.0,0.0,30.0,4.2,E
The Golden Compass,PS2,2007.0,Action,0.13,0.0,0.0,0.39,46.0,5.2,E10+
Major League Baseball 2K6,PS2,2006.0,Sports,0.37,0.01,0.0,0.06,70.0,5.2,E
Pac-Man World 3,PS2,2005.0,Platform,0.1,0.08,0.0,0.03,63.0,5.2,E
Pryzm Chapter One: The Dark Unicorn,PS2,2002.0,Adventure,0.06,0.05,0.0,0.02,59.0,5.2,T
Need for Speed: ProStreet,PS2,2007.0,Racing,0.69,0.0,0.04,1.68,62.0,6.2,E10+
Tetris Worlds,PS2,2002.0,Puzzle,1.11,0.71,0.0,0.27,44.0,6.2,E
Dance Dance Revolution X,PS2,2008.0,Simulation,0.85,0.66,0.01,0.22,55.0,6.2,E10+
Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003.0,Action,0.61,0.48,0.0,0.16,52.0,6.2,T
Tiger Woods PGA Tour 06,PS2,2005.0,Sports,0.74,0.03,0.0,0.12,83.0,6.2,E
Power Rangers: Dino Thunder,PS2,2004.0,Action,0.35,0.27,0.0,0.09,49.0,6.2,E
R: Racing Evolution,PS2,2003.0,Racing,0.14,0.11,0.0,0.04,66.0,6.2,T
BlowOut,PS2,2003.0,Shooter,0.11,0.09,0.0,0.03,58.0,6.2,T
MLB 11: The Show,PS2,2011.0,Sports,0.06,0.05,0.0,0.02,,6.2,E
City Crisis,PS2,2001.0,Simulation,0.06,0.05,0.0,0.02,63.0,6.2,E
Death By Degrees,PS2,2005.0,Action,0.05,0.04,0.0,0.01,51.0,6.2,M
Final Fight: Streetwise,PS2,2006.0,Action,0.03,0.02,0.0,0.01,43.0,6.2,M
Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,1.47,1.39,0.03,0.43,60.0,7.2,T
WWE SmackDown vs Raw 2008,PS2,2007.0,Fighting,0.92,0.0,0.01,1.41,71.0,7.2,T
Madden NFL 10,PS2,2009.0,Sports,0.88,0.0,0.0,0.1,,7.2,E
Kingdom Hearts Re: Chain of Memories,PS2,2008.0,Role-Playing,0.73,0.03,0.0,0.12,68.0,7.2,E10+
X2: Wolverine's Revenge,PS2,2003.0,Platform,0.31,0.24,0.0,0.08,58.0,7.2,T
Sonic Riders,PS2,2006.0,Racing,0.42,0.02,0.0,0.07,55.0,7.2,E
Backyard Baseball,PS2,2004.0,Sports,0.24,0.19,0.0,0.06,,7.2,E
Monopoly,PS2,2008.0,Misc,0.21,0.16,0.0,0.05,,7.2,E
Superman: Shadow of Apokolips,PS2,2002.0,Action,0.21,0.16,0.0,0.05,64.0,7.2,E
"Monsters, Inc.",PS2,2002.0,Adventure,0.15,0.12,0.0,0.04,52.0,7.2,E
Athens 2004,PS2,2004.0,Sports,0.13,0.1,0.0,0.03,61.0,7.2,E
The Scorpion King: Rise of the Akkadian,PS2,2002.0,Action,0.11,0.09,0.0,0.03,47.0,7.2,T
Quake III: Revolution,PS2,2001.0,Shooter,0.1,0.08,0.0,0.03,84.0,7.2,M
E·O·E: Eve of Extinction,PS2,2002.0,Fighting,0.04,0.03,0.02,0.01,57.0,7.2,T
TOCA Race Driver 3,PS2,2006.0,Racing,0.04,0.03,0.0,0.01,82.0,7.2,E10+
Bombastic,PS2,2002.0,Puzzle,0.03,0.02,0.0,0.01,72.0,7.2,E
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006.0,Action,0.03,0.02,0.0,0.01,69.0,7.2,M
Samurai Champloo: Sidetracked,PS2,2006.0,Action,0.03,0.02,0.0,0.01,66.0,7.2,T
Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,3.49,0.01,0.01,1.48,82.0,8.2,T
The Lord of the Rings: The Two Towers,PS2,2002.0,Action,1.94,1.95,0.08,0.7,82.0,8.2,T
Madden NFL 07,PS2,2006.0,Sports,3.63,0.24,0.01,0.61,84.0,8.2,E
World Soccer Winning Eleven 9,PS2,2005.0,Sports,0.12,2.26,0.9,0.77,,8.2,E
Jak II,PS2,2003.0,Platform,1.68,0.74,0.0,0.36,87.0,8.2,T
Onimusha: Warlords,PS2,2001.0,Action,0.99,0.48,01.09,0.14,86.0,8.2,M
Call Of Duty 2: Big Red One,PS2,2005.0,Shooter,1.48,0.92,0.01,0.26,77.0,8.2,T
ESPN NFL 2K5,PS2,2004.0,Sports,2.15,0.12,0.0,0.36,90.0,8.2,E
Dragon Ball Z: Budokai 2,PS2,2003.0,Fighting,1.63,0.22,0.51,0.06,66.0,8.2,T
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005.0,Action,0.71,01.02,0.0,0.31,82.0,8.2,T
DDRMAX2: Dance Dance Revolution,PS2,2003.0,Simulation,01.05,0.59,0.0,0.18,82.0,8.2,E
The Urbz: Sims in the City,PS2,2004.0,Simulation,0.52,0.95,0.0,0.29,70.0,8.2,T
Dark Cloud,PS2,2000.0,Role-Playing,0.83,0.44,0.08,0.19,80.0,8.2,T
The Simpsons Game,PS2,2007.0,Action,0.35,0.03,0.0,1.13,68.0,8.2,T
Tiger Woods PGA Tour 2005,PS2,2004.0,Sports,01.03,0.32,0.0,0.09,88.0,8.2,E
Max Payne 2: The Fall of Max Payne,PS2,2003.0,Shooter,0.65,0.51,0.0,0.17,73.0,8.2,M
Warriors Orochi,PS2,2007.0,Action,0.11,0.09,0.64,0.03,55.0,8.2,T
Burnout 2: Point of Impact,PS2,2002.0,Racing,0.42,0.32,0.0,0.11,86.0,8.2,E
MLB SlugFest 20-03,PS2,,Sports,0.41,0.32,0.0,0.11,77.0,8.2,E
Marvel: Ultimate Alliance,PS2,2006.0,Role-Playing,0.69,0.03,0.0,0.11,81.0,8.2,T
Tom Clancy's Rainbow Six 3,PS2,2004.0,Shooter,0.4,0.31,0.0,0.1,70.0,8.2,M
